afc32a12f9579cb248e0ec78c01590d5ca98a00f	10.3109/10673229.2012.677347	22512743	Intensive short-term dynamic psychotherapy: a systematic review and meta-analysis of outcome research.	Habib Davanloo has spent his career developing and teaching methods to accelerate dynamic psychotherapy, including his technique of intensive short-term dynamic psychotherapy (ISTDP). Over the past 20 years, outcome studies using this treatment have been conducted and published. We performed a systematic review of the literature to obtain studies presenting ISTDP outcome data. We found 21 studies (10 controlled, and 11 uncontrolled) reporting the effects of ISTDP in patients with mood, anxiety, personality, and somatic disorders. Using the random-effects model, we performed meta-analyses including 13 of these studies and found pre- to post-treatment effect sizes (Cohen's d) ranging from 0.84 (interpersonal problems) to 1.51 (depression). Post-treatment to follow-up effect sizes suggested that these gains were maintained at follow-up. Based on post-treatment effect sizes, ISTDP was significantly more efficacious than control conditions (d = 1.18; general psychopathology measures). Study quality was highly variable, and there was significant heterogeneity in some analyses. Eight studies using various measures suggested ISTDP was cost-effective. Within limitations of study methodologies, this evidence supports the application of ISTDP across a broad range of populations. Further rigorous and targeted research into this method is warranted.
dab19b5c72be775af7f217f0c6ac574e70406b45	10.1016/j.cpr.2012.04.004	22681913	Factors predicting the outcome of psychotherapy for borderline personality disorder: a systematic review.	BACKGROUND: There is substantial variation between individuals with borderline personality disorder (BPD) in the degree of benefit gained from psychotherapy. Information on factors predicting the outcome of therapy for this group could facilitate identification of those at risk for poor outcome, and could enable helpful therapy processes to be identified. METHOD: A systematic search of PsycInfo, EMBASE, CINHAL and Medline identified research on factors predicting symptom change during therapy for patients with a BPD diagnosis. Non-English language papers and dissertations were included. RESULTS: Two consistent positive predictors of symptom change were identified: pre-treatment symptom severity and patient-rated therapeutic alliance. Contrary to theories predicting increasing immutability with age, there was no evidence that age predicted poorer outcome. CONCLUSION: More severely ill patients may have greater potential to achieve change during therapy, and should remain a focus for psychotherapy services. The therapeutic alliance is an important common factor predicting outcome in patients with BPD, even in highly disorder-specific treatments. Outcomes may be improved by further clinical and research focus on forming strong therapeutic alliances. The advancement of the field requires identification and testing of new predictors of outcome, especially those related to specific theories of therapeutic change in BPD.
20b34822a5ef930778ea82c698667c32d08ab441	10.3402/ejpt.v3i0.19267	23233869	Systematic review and meta-analyses of psychosocial interventions for veterans of the military.	BACKGROUND: The efficacy of psychosocial therapies for common mental health disorders in veterans is unclear and requires further examination. METHOD: Systematic review and meta-analyses of randomised controlled trials (RCTs). Twenty databases were searched. Studies were included if they reported a psychosocial intervention designed to treat or reduce common mental health symptoms in veterans identified as being symptomatic at the time they entered the study. Studies of substance dependency disorders and psychosis were excluded. Eligible studies were assessed against methodological quality criteria and data were extracted and analysed. RESULTS: Twenty-nine RCTs were identified. There was evidence for the use of trauma-focused therapies for post-traumatic stress disorder (PTSD) and some evidence for psychological interventions in the treatment of borderline personality disorder, depression, insomnia, and panic disorder co-morbid to PTSD. However, methodological quality of many of the studies was less than optimal. CONCLUSIONS: Trauma-focused psychological therapies are likely to be effective for combat-related PTSD but there is a need for more research to determine the efficacy of psychological treatments for other mental health disorders in veterans.
a0a44723700313f0160f7a273e3387150834326c		23884616	To what extent are specific psychotherapies for borderline personality disorders efficacious? A systematic review of published randomised controlled trials.	INTRODUCTION: Over the past 20 years, several studies have established the efficacy of different forms of psychotherapy for borderline personality disorders (BPD). However, existing research has used a wide range of outcomes measures which makes it difficult to quantify data and to compare interventions. This review has been designed to analyse the evidence from randomized controlled trials (RCT) through a qualitative approach. METHODS: A systematic review of published RCT on specific psychotherapies for BPD has been undertaken to find relevant literature from online PsycINFO, ISI Web of Knowledge and Medline databases. An analysis of variability in primary outcomes, dropout patients and those who do not enter treatment has been conducted to assess if a wide range of variation could show any potential bias. RESULTS: There is a substantial variation between the studies in primary outcomes, such as suicide attempts (7.4- 33.9%), and specially in dropout patients (6.7-47.4%) and those who do not enter treatment (17.6-63.6%). Globally, specific psychotherapy for BPD, at least in a 40% of patients who demand treatment, would not be efficacious. CONCLUSIONS: The overall efficacy of specific therapies for BPD is promising. However, the variability of results raise questions about potential bias. Future studies should investigate new therapeutic approaches to allow the management of more severe and refractory patients.
866f86780f283b63243cda92674faefe59d41157	10.4088/JCP.12r08046	23945444	Lamotrigine in psychiatric disorders.	OBJECTIVE: Owing to the prevalence of medication side effects and treatment resistance, prescribers often consider off-label uses of US Food and Drug Administration (FDA)-approved agents for the treatment of persistent symptoms. The authors review the available literature on the FDA-approved and non-FDA-approved uses of lamotrigine in adults with psychiatric disorders. DATA SOURCES: We used PubMed, MEDLINE, and a hand search of relevant literature to find studies published between 1990 and 2012 and available in English language. The following keywords were searched: lamotrigine, psychiatric, mood disorders, depression, personality disorders, anxiety, schizophrenia, side effects, and rash. STUDY SELECTION: Data were selected from 29 randomized controlled trials (RCTs). When RCTs were not available, open-label trials (6), retrospective case reviews (10), and case series (4) were summarized. DATA EXTRACTION: We extracted results of monotherapy and augmentation trials of lamotrigine on primary and secondary outcome measures. RESULTS: Lamotrigine is generally well tolerated, with the best evidence for the maintenance treatment of bipolar disorder, particularly in prevention of depressive episodes. In acute bipolar depression, meta-analyses suggested a modest benefit, especially for more severely depressed subjects, with switch rates similar to placebo. In unipolar depression, double-blind RCTs noted benefit on subsets of symptoms and improved response in more severely depressed subjects. Data are limited but promising in borderline personality disorder. Use of lamotrigine in schizophrenia and anxiety disorders has little supportive evidence. CONCLUSIONS: Lamotrigine is recommended in bipolar maintenance when depression is prominent. It also has a role in treating acute bipolar depression and unipolar depression, though the latter warrants more research. Data are too limited in other psychiatric disorders to recommend its use at this time.
a3f1bda906af39beedcccf937e7ba0126ba3caa0	10.1007/s11065-014-9254-9	24574071	Facial emotion processing in borderline personality disorder: a systematic review and meta-analysis.	A body of work has developed over the last 20 years that explores facial emotion perception in Borderline Personality Disorder (BPD). We identified 25 behavioural and functional imaging studies that tested facial emotion processing differences between patients with BPD and healthy controls through a database literature search. Despite methodological differences there is consistent evidence supporting a negative response bias to neutral and ambiguous facial expressions in patients. Findings for negative emotions are mixed with evidence from individual studies of an enhanced sensitivity to fearful expressions and impaired facial emotion recognition of disgust, while meta-analysis revealed no significant recognition impairments between BPD and healthy controls for any negative emotion. Mentalizing studies indicate that BPD patients are accurate at attributing mental states to complex social stimuli. Functional neuroimaging data suggest that the underlying neural substrate involves hyperactivation in the amygdala to affective facial stimuli, and altered activation in the anterior cingulate, inferior frontal gyrus and the superior temporal sulcus particularly during social emotion processing tasks. Future studies must address methodological inconsistencies, particularly variations in patients' key clinical characteristics and in the testing paradigms deployed.
72be0de0112113e28782e4a0e38fefb11149967b	10.1097/HRP.0b013e3182a75c2c	24651557	Burden and support needs of carers of persons with borderline personality disorder: a systematic review.	BACKGROUND: A major feature of personality disorders is significant impairment in interpersonal functioning, which may create challenges in close relationships. This article aims to systematically review the experience of carers of persons with personality disorders. METHOD: The PRISMA systematic review method was followed, and empirical studies written in English, published between 1996 and 2011, and cited in major electronic databases were searched. Studies meeting the following selection criteria were included: (1) carers or families of persons with personality disorders; (2) intervention involving the carers or families; (3) burden or related construct used. Studies were required to meet either criteria 1 and 3 or criteria 2 and 3. Reference lists were scanned, and experts were consulted for further studies. RESULTS: Six studies met inclusion criteria, representing data on 465 carers. Five of the six studies focused on carers of persons with borderline personality disorder. The findings indicated that carers experience elevated objective and subjective burden, grief, impaired empowerment, and mental health problems, including depression and anxiety. Scores on objective and subjective burden were half a standard deviation above the mean compared to carers of inpatients with other serious mental illnesses. CONCLUSIONS: This study is the first to report data on a large, aggregated sample of carers of persons with personality disorders. Significant gaps in the literature remain, and it is recommended that future research focus on the burden and support needs of carers of persons across different personality disorders, that attention be paid to the gender balance of patients, and that data be reported in a way to allow meta-analysis.
025af324de23d5137b288960416881e30716999a	10.1007/s11920-014-0443-2	24633938	Physical and social pains in borderline disorder and neuroanatomical correlates: a systematic review.	Borderline personality disorder (BPD) is a common psychiatric disorder, the core features of which are affective dysregulation, identity disturbances, and problems in social interaction, with an intense fear of loss, abandonment, or rejection by social partners. Self-injurious behaviors (SIB), such as superficial cutting, occur in 70-80 % of BPD patients, which are associated with emotional relief. Intriguingly, the majority of BPD patients report reduced or no pain associated with SIB, whereas BPD patients are over-represented in chronic pain patients. Thus, studying pain perception in such patients may help to understand the pathophysiology of BPD, but also the interaction between affective and physical dimensions of pain. We conducted a systematic review dealing with physical and social pains in BPD patients, with a special focus on neuroimaging data. SIB appear to be an inadequate strategy to regulate negative emotions that may be related to social/psychological pain, by increasing dorsolateral prefrontal cortex activation in order to regulate amygdala activation. In addition, abnormal hyperactivation of the insula is a possible trait marker of BPD, and might contribute to modified pain sensitivity. When considering psychological pain in BPD patients, neuroanatomical studies have shown a hyper-responsive subcortical limbic network and a deficient regulatory control system operating through anterior brain regions. Promising therapeutic strategies should target neuroanatomical and neurobiological dysfunctions, which lead to altered pain perception in BPD patients.
d548162cc0ba122f99e38ee58b33c303df1c89e2	10.1016/j.cpr.2014.03.005	24742496	Correlates of suicide attempts among self-injurers: a meta-analysis.	Suicide attempts (SAs) are common among those who engage in non-suicidal self-injury (NSSI). It is therefore important to determine which suicide risk factors are most predictive of SA among those who self-injure. Toward this aim, we conducted a systematic review of studies examining predictors of SA history among self-injurers. A total of 52 empirical articles provided data comparing self-injurers with and without SA. From these studies we focused our meta-analysis on the 20 variables that were evaluated with respect to SA history in five or more different samples. The strongest correlate of SA history was suicidal ideation. After suicidal ideation, the strongest predictors of SA history were NSSI frequency, number of NSSI methods, and hopelessness. Additional, moderate predictors of SA history included Borderline Personality Disorder, impulsivity, Post-Traumatic Stress Disorder, the NSSI method of cutting, and depression. Demographic characteristics, such as gender, ethnicity, and age, were weakly associated with SA history. Notably, some oft-cited risk factors for SA displayed small or negligible associations with SA among self-injurers, including histories of sexual and physical abuse, anxiety, substance use, and eating disorders. Findings have implications for conceptual models of the NSSI-SA relationship and the evaluation of suicide risk among self-injuring populations.
d37dc7c341d96425eb6defdd0b3e9ea5299db325	10.1002/pmh.1264	24990645	Are recommendations for psychological treatment of borderline personality disorder in current U.K. guidelines justified? Systematic review and subgroup analysis.	Current U.K. guidelines on the management of borderline personality disorder include specific recommendations about the duration of therapy and number of sessions per week that patients should be offered. However, very little research has been conducted to examine the impact of these aspects of treatment process on patient outcomes. We therefore undertook a systematic review to examine the impact of treatment duration, number of sessions per week and access group-based therapy on general mental health, depression, social functioning and deliberate self-harm. We identified 25 randomized trials for possible inclusion in the review. However, differences in outcome measures used meant that only 12 studies could be included in the analysis. Statistically significant reductions in self-harm and depression and improvement in social functioning were found for treatments that include more than one session per week and those that included group-based sessions but were not found for those that deliver in individual sessions or one or fewer sessions per week. Longer term outcomes of short-term interventions have not been examined. Further research is needed to examine the impact of shorter term interventions and to compare the effects of group-based versus individual therapies for people with borderline personality disorder.
69ee8dc163d69a58aef280f9f501f1ba516b308f	10.1136/jnnp-2014-308883.20	25009331	Is there a link between non-epileptic attack disorders (nead) and personality disorders (pd)? - a systematic review.	
7e052daa2381b307dc8fffdee90311f56c7a30a6	10.1016/j.encep.2014.07.002	25063345	[Hallucinations and borderline personality disorder: A review.]	INTRODUCTION: Hallucinations constitute understudied symptoms in borderline personality disorders (BPD), which can be observed in about 30% of the patients, essentially in the auditory modality. Most of these experiences are transitory, triggered by intermittent stressors, but chronicity remains a major cause of concern. In order to better circumscribe hallucinations in BPD, we summarized the literature on this particular phenomenon. METHODS: We conducted a review using Medline, Scopus and Google Scholar databases up to March 2013, using the following keywords combinations: "borderline personality disorder", "hallucinat*" and "psychotic symptoms". Papers were included in the review if they were published in an English or French language peer-reviewed journal; the study enrolled patients with BPD; and the diagnosis was made according to the Diagnostic and Statistical Manual (DSM) criteria. Fifteen studies published between 1985 and 2012, merging a total of 635 patients, were retained. RESULTS: The hallucinatory experiences observed in BPD appeared phenomenologically similar to those described in the schizophrenia spectrum in terms of vividness, duration, spatial localization, beliefs about malevolence or omnipotence. Conversely, the hallucinatory content appeared more negative and potentially more distressful. Crucially, this literature search also revealed that these symptoms have long been regarded as "pseudo-hallucinations" (or "hallucination-like symptoms"). This concept was judged of poor scientific validity, inducing stigma for BPD patients in that it casts doubt on the authenticity of these experiences while disqualifying the related distress. This situation points out that research should focus more on understanding hallucinations in BPD than questioning their existence. Interestingly, recent comorbidity studies reopened a 40-year debate on the potential links that may exist between BPD and psychosis. Initially considered as a para-psychotic disorder, BPD was effectively redefined as an independent category by Otto F. Kernberg, leading to the DSM-III definition, excluding any psychotic symptom. However, hallucinations per se remain insufficient to diagnose schizophrenia, while comorbid substance use disorders as well as mood disorders, cannot explain all the hallucination occurrences in BPD. By referring to the "psychotic-reactivity-to-stress" framework, we proposed to understand hallucinations in BPD in relation to a hyperactivity of the hypothalamic-pituitary-adrenal axis and of the dopaminergic system under stress. Childhood trauma may have a central role in such a model. The prevalence of childhood trauma is high in BPD but this factor was also evidenced strongly linked with hallucinations in non-clinical populations. Comparisons are finally made and discussed between hallucinations occurring in BPD and those observed in posttraumatic stress disorder, another frequent comorbid disorder. CONCLUSION: Almost a third of patients with BPD experiences hallucinations, and future studies will have to clarify the pathophysiology of this symptom, still poorly understood. Both the models of psychotic-reactivity-to-stress, as well as the role of childhood trauma in the context of a gene X environment interaction, appear to be promising cues for future research.
1bdc633288d4c0194d6d33809498d1946ca14503	10.1016/j.jsat.2011.05.004	21742460	A systematic review of interventions for co-occurring substance use disorder and borderline personality disorder.	Rates of borderline personality disorder (BPD) among individuals with substance use disorder (SUD) are estimated to be as high as 65%. Such elevated rates present considerable challenges for drug treatment services given that individuals with co-occurring SUD and BPD have higher rates of relapse, treatment noncompliance, and poorer outcomes than those with either diagnosis alone. A systematic review investigating current treatment options for co-occurring SUD and BPD was conducted using Medline and PsycINFO. Randomized controlled trials were the focus. Six studies were included that examined the use of three psychosocial therapies: dialectical behavior therapy, dual focused schema therapy and dynamic deconstructive psychotherapy. Despite all studies demonstrating some treatment gains over time, there is currently insufficient evidence to recommend one treatment over another. Further research is needed to examine effective treatment options for co-occurring SUD and BPD, especially those that are likely to be applicable in mainstream drug treatment settings.
64003e29b28a229ec3477861aa0354eff3e42cd7	10.1037/a0036794	24796344	Short-Term Assessment of Risk and Treatability (START): systematic review and meta-analysis.	This article describes a systematic review of the psychometric properties of the Short-Term Assessment of Risk and Treatability (START) and a meta-analysis to assess its predictive efficacy for the 7 risk domains identified in the manual (violence to others, self-harm, suicide, substance abuse, victimization, unauthorized leave, and self-neglect) among institutionalized patients with mental disorder and/or personality disorder. Comprehensive terms were used to search 5 electronic databases up to January 2013. Additional articles were located by examining references lists and hand-searching. Twenty-three papers were selected to include in the narrative review of START's properties, whereas 9 studies involving 543 participants were included in the meta-analysis. Studies about the feasibility and utility of the tool had positive results but lacked comparators. START ratings demonstrated high internal consistency, interrater reliability, and convergent validity with other risk measures. There was a lack of information about the variability of START ratings over time. Its use in an intervention to reduce violence in forensic psychiatric outpatients was not better than standard care. START risk estimates demonstrated strong predictive validity for various aggressive outcomes and good predictive validity for self-harm. Predictive validity for self-neglect and victimization was no better than chance, whereas evidence for the remaining outcomes is derived from a single, small study. Only 3 of the studies included in the meta-analysis were rated to be at a low risk of bias. Future research should aim to investigate the predictive validity of the START for the full range of adverse outcomes, using well-designed methodologies, and validated outcome tools.
b2a5e6cbb44e32b40a7364416681e29ade174369	10.1521/pedi_2014_28_168	25248010	The Prevalence of Comorbid Personality Disorders in Treatment-Seeking Problem Gamblers: A Systematic Review and Meta-Analysis.	The aim of this study was to systematically review and meta-analyze the prevalence of comorbid personality disorders among treatment-seeking problem gamblers. Almost one half (47.9%) of problem gamblers displayed comorbid personality disorders. They were most likely to display Cluster B disorders (17.6%), with smaller proportions reporting Cluster C disorders (12.6%) and Cluster A disorders (6.1%). The most prevalent personality disorders were narcissistic (16.6%), antisocial (14.0%), avoidant (13.4%), obsessive-compulsive (13.4%), and borderline (13.1%) personality disorders. Sensitivity analyses suggested that these prevalence estimates were robust to the inclusion of clinical trials and self-selected samples. Although there was significant variability in reported rates, subgroup analyses revealed no significant differences in estimates of antisocial personality disorder according to problem gambling severity, measure of comorbidity employed, and study jurisdiction. The findings highlight the need for gambling treatment services to conduct routine screening and assessment of co-occurring personality disorders and to provide treatment approaches that adequately address these comorbid conditions.
c3e0c23b2426f1d91c0184d6a8becbc57dc65965	10.1371/journal.pone.0107748	25265185	A systematic review of economic evaluations of treatments for borderline personality disorder.	PURPOSE: The borderline personality disorder is a common mental disorder. It is frequently associated with various mental co-morbidities and a fundamental loss of functioning. The borderline personality disorder causes high costs to society. The aim of this study was to perform a systematic literature review of existing economic evaluations of treatments for borderline personality disorder. MATERIALS AND METHODS: We performed a systematic literature search in MEDLINE, EMBASE, PsycINFO and NHSEED for partial and full economic evaluations regarding borderline personality disorder. Reported cost data were inflated to the year 2012 and converted into US-$ using purchasing power parities to allow for comparability. Quality assessment of the studies was performed by means of the Consensus on Health Economic Criteria checklist, a checklist developed by a Delphi method in cooperation with 23 international experts. RESULTS: We identified 6 partial and 9 full economic evaluations. The methodical quality was moderate (fulfilled quality criteria: 79.2% [SD: 15.4%] in partial economic evaluations, 77.3% [SD: 8.5%] in full economic evaluations). Most evaluations analysed psychotherapeutic interventions. Although ambiguous, most evidence exists on dialectical-behavioural therapy. Cognitive behavioural therapy and schema-focused therapy are cost-saving. Evidence on other interventions is scarce. CONCLUSION: The economic evidence is not sufficient to draw robust conclusions for all treatments. It is possible that some treatments are cost-effective. Most evidence exists on dialectical-behavioural therapy. Yet, it is ambiguous. Further research concerning the cost-effectiveness of treatments is necessary as well as the identification of relevant cost categories and the validation of effect measures.
07ad98c61d3c83c8619b8268abc188f5131667d6	10.1007/s10461-012-0212-3	22644066	The Impact of DSM-IV Mental Disorders on Adherence to Combination Antiretroviral Therapy Among Adult Persons Living with HIV/AIDS: A Systematic Review.	This is a systematic review of eighty-two published studies investigating the impact of DSM-IV mental disorders on combination antiretroviral therapy (cART) adherence and persistence among persons living with HIV/AIDS (PLWHA). Sixty-two articles examined depression, with 58 % (N = 32/62) finding lower cART adherence and persistence. Seventeen articles examined one or more anxiety disorders, with the majority finding no association with cART adherence or persistence. Eighty percent of the studies that evaluated the impact of psychotic (N = 3), bipolar (N = 5) and personality disorders (N = 2) on cART adherence and persistence also found no association. Seven out of the nine studies (78 %) evaluating the impact of antidepressant treatment (ADT) on cART adherence found improvement. Adherence and depression measurements varied significantly in studies; common research measurements would improve data harmonization. More research specifically addressing the impact of other mental disorders besides depression on cART adherence and RCTs evaluating ADT on cART adherence are also needed.
